company_name,date,edu_req,hiring,job_name,viewed,wages,work_exp,work_place
贵州西洋实业有限公司, 2021-12-28,大专,3,化产销售业务员,本职位累积查看：274 次,2000--7000  月薪,不限,贵州-贵阳市-息烽县
保利贵州物业管理有限公司, 2021-12-28,大专,10,客服专员,本职位累积查看：752 次,4500--6000  月薪,不限,贵州-贵阳市-南明区
贵州天辰三江建材有限公司, 2021-12-28,中专,10,销售代表,本职位累积查看：779 次,50000--500000  年薪,2年以上,贵州-贵阳市
贵州协力启航科技有限公司, 2021-12-28,不限,4,CNC加工中心师傅,本职位累积查看：2381 次,5000--10000  月薪,5年以下,贵州-安顺市-平坝县
中国太平洋财产保险股份有限公司贵州分公司, 2021-12-28,本科,1,渠道专员,本职位累积查看：618 次,7000--10000  月薪,2年以上,贵州-贵阳市-云岩区
贵阳苏宁易购销售有限公司, 2021-12-28,本科,若干,管培生（针对2022届应届毕业生）[只招应届毕业生],本职位累积查看：1075 次,5000--8000  月薪,不限,贵州-贵阳市-云岩区
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,1,物资采购主管、专员,本职位累积查看：2953 次,120000--180000  年薪,5年以上,贵州-贵阳市
贵州立爱生物科技有限公司, 2021-12-28,大专,1,食品发酵技术总监,本职位累积查看：599 次,8000--10000  月薪,8年以下,贵州-黔南布依族苗族自治州-惠水县
贵州科伦医药贸易有限公司, 2021-12-28,不限,若干,高级销售内勤,本职位累积查看：52 次,面议,不限,贵州-贵阳市-南明区
贵州菁瑞健身管理有限公司, 2021-12-28,不限,若干,退伍军人+教练学徒,本职位累积查看：2018 次,6000--12000  月薪,不限,贵州-贵阳市-白云区
贵州标准电机有限公司, 2021-12-28,初中,30,生产线班长/组长,本职位累积查看：4005 次,3500--4500  月薪,1年以上,贵州-黔南布依族苗族自治州-独山县
贵州随园食品有限公司, 2021-12-28,高中,20,销售代表,本职位累积查看：1081 次,8000--10000  月薪,不限,贵州-贵阳市
贵州新西南教育发展有限公司, 2021-12-28,本科,10,班 主 任,本职位累积查看：6255 次,3000--6000  月薪,不限,贵州-贵阳市-云岩区
江西同济建设项目管理股份有限公司, 2021-12-28,不限,3,总监理工程师,本职位累积查看：824 次,5000以上  月薪,5年以上,贵州-六盘水市-钟山区
CBC(北京）信用管理有限公司贵州分公司, 2021-12-28,大专,20,银行外呼客服,本职位累积查看：209 次,5000--9000  月薪,不限,贵州-贵阳市
江西同济建设项目管理股份有限公司, 2021-12-28,不限,若干,市场部经理,本职位累积查看：451 次,100000以上  年薪,3年以上,贵州-贵阳市
贵州省开投建设工程有限公司, 2021-12-28,大专,1,物资管理员,本职位累积查看：1871 次,4000--5000  月薪,不限,贵州-贵阳市-观山湖区
中铁五局集团贵州工程有限公司, 2021-12-28,大专,5,安全管理人员,本职位累积查看：26776 次,3000--5500  月薪,不限,贵州-贵阳市-云岩区
百胜餐饮（成都）有限公司贵州分公司, 2021-12-28,大专,5,肯德基餐厅储备经理/管培生/储备干部—仁怀,本职位累积查看：12661 次,3600--4000  月薪,不限,贵州-遵义市-仁怀市
贵州永佳商贸有限公司, 2021-12-28,不限,1,当地业务员,本职位累积查看：1014 次,5000--10000  月薪,1年以上,贵州-遵义市
律正投资管理（上海）有限公司贵阳分公司, 2021-12-28,不限,若干,蚂蚁花呗催收员,本职位累积查看：580 次,8000--20000  月薪,不限,贵州-贵阳市-观山湖区
贵州机电（集团）有限公司, 2021-12-28,本科,2,技术研发部技术人员,本职位累积查看：7495 次,3800以上  月薪,1年以上,贵州-黔南布依族苗族自治州-惠水县
贵州楚盛专汽汽车销售有限公司, 2021-12-28,不限,若干,区域经理,本职位累积查看：352 次,5000--10000  月薪,不限,贵州-贵阳市-花溪区
贵州天诚卓越建筑工程有限公司, 2021-12-28,不限,若干,二级建造师兼职,本职位累积查看：839 次,5000--30000  月薪,不限,贵州-铜仁地区
贵州麒龙房地产开发集团有限公司, 2021-12-28,本科,1,集团财务资金中心--中心总经理,本职位累积查看：19932 次,面议,6年以上,贵州-贵阳市
天尚设计集团有限公司, 2021-12-28,本科,2,文员,本职位累积查看：21322 次,面议,不限,贵州-贵阳市
贵州筑学教育咨询有限公司, 2021-12-28,不限,若干,贵州云投 熟手房建预算员一名,本职位累积查看：436 次,8000--15000  月薪,不限,贵州-黔南布依族苗族自治州-都匀市
贵州华艾瑞生物科技有限公司, 2021-12-28,本科,1,质量管理员,本职位累积查看：211 次,6000--10000  月薪,2年以上,贵州-贵阳市
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,若干,招商策划经理,本职位累积查看：828 次,8000--12000  月薪,5年以上,贵州-贵阳市
中铁贵州旅游文化发展有限公司, 2021-12-28,本科,1,营销策划主管,本职位累积查看：5947 次,120000--180000  年薪,6年以上,贵州-贵阳市
中国人寿保险股份有限公司售后服务部, 2021-12-28,大专,若干,综合金融储备主管,本职位累积查看：468 次,4000--20000  月薪,5年以下,贵州-贵阳市-南明区
贵州银雁科技服务有限公司, 2021-12-28,大专,3,银行监控岗J00865,本职位累积查看：898 次,3000--4000  月薪,1-2 年,贵州-贵阳市-观山湖区
贵州澳源环保（集团）有限公司, 2021-12-28,大专,1,市场总监,本职位累积查看：1336 次,200000--400000  年薪,10年以上,贵州-贵阳市-观山湖区
贵州骁腾集团股份有限公司, 2021-12-28,大专,若干,健康管理员,本职位累积查看：9902 次,200000--600000  年薪,5年以下,贵州-安顺市
贵州菁瑞健身管理有限公司, 2021-12-28,不限,5,健身教练零基础入行,本职位累积查看：842 次,8600--16000  月薪,不限,贵州-黔东南苗族侗族自治州-凯里市
贵州益佰制药股份有限公司, 2021-12-28,不限,1,实习生,本职位累积查看：388 次,1200--1600  月薪,不限,贵州-贵阳市
贵州海纳黔川实业发展有限公司, 2021-12-28,大专,1,运营经理,本职位累积查看：321 次,8000--12000  月薪,1-3 年,贵州-贵阳市-南明区
贵州潮亿源矿业有限公司, 2021-12-28,不限,若干,财务助理,本职位累积查看：253 次,6000--10000  月薪,3年以上,贵州-贵阳市-清镇市
贵州杰龙地理信息科技有限公司, 2021-12-28,大专,1,行政专员,本职位累积查看：1653 次,3000--4500  月薪,不限,贵州-贵阳市-观山湖区
贵州楚盛专汽汽车销售有限公司, 2021-12-28,不限,若干,营运专员,本职位累积查看：316 次,5000--8000  月薪,不限,贵州-贵阳市-花溪区
七冶炉窑建筑工程有限责任公司, 2021-12-28,中专,20,筑炉工,本职位累积查看：2330 次,5000以下  月薪,不限,贵州-贵阳市
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,本科,若干,会计,本职位累积查看：752 次,3000--8000  月薪,不限,贵州-黔西南布依族苗族自治州-兴义市
贵州锦丰矿业有限公司, 2021-12-28,初中,若干,井下操作工,本职位累积查看：2065 次,3500--4000  月薪,不限,贵州-黔西南布依族苗族自治州-贞丰县
贵州龙享建设有限公司, 2021-12-28,大专,1,工程管理部经理,本职位累积查看：5551 次,15000--20000  月薪,8-10 年,贵州-贵阳市-观山湖区
贵州安康医学检验中心有限公司, 2021-12-28,大专,6,销售代表,本职位累积查看：1195 次,3500--8500  月薪,1-15 年,贵州-贵阳市-南明区
贵州水务股份有限公司, 2021-12-28,本科,1,生产技术部-生产管理岗（污水、水环境治理方向）,本职位累积查看：1453 次,6000--8000  月薪,5年以上,贵州-贵阳市-观山湖区
贵州鑫新实业控股集团有限责任公司, 2021-12-28,大专,若干,土建主办（开阳）,本职位累积查看：487 次,6000--8000  月薪,5年以上,贵州-贵阳市-开阳县
清镇市北大附属实验学校, 2021-12-28,大专,3,招生办干事,本职位累积查看：827 次,40000--80000  年薪,不限,贵州-贵阳市-清镇市
贵州纵横亿联科技有限公司（直播）, 2021-12-28,不限,若干,销售专员,本职位累积查看：12 次,4000--6000  月薪,不限,贵州-贵阳市
华润水泥（安顺）有限公司, 2021-12-28,大专,2,采矿技术岗,本职位累积查看：217 次,8000--15000  月薪,5年以上,贵州-安顺市
贵州黔泰艺辉物业管理有限公司, 2021-12-28,大专,1,文秘专员,本职位累积查看：747 次,4000--8000  月薪,1-3 年,贵州-贵阳市-南明区
贵州兴百里电力设计有限公司, 2021-12-28,本科,1,财务,本职位累积查看：1658 次,4000--8000  月薪,不限,贵州-贵阳市-观山湖区
贵州菁瑞健身管理有限公司, 2021-12-28,不限,若干,急聘健身教练,本职位累积查看：1594 次,6000--12000  月薪,不限,贵州-安顺市-紫云苗族布依族自治县
贵州福麟矿业有限公司, 2021-12-28,本科,3,机械设计技术员,本职位累积查看：430 次,10000--12000  月薪,2年以上,贵州-黔南布依族苗族自治州-福泉市
多彩贵州航空有限公司, 2021-12-28,本科,1,IT运维工程师,本职位累积查看：333 次,2000以上  月薪,不限,贵州-贵阳市-南明区
贵州升钻源商贸有限责任公司, 2021-12-28,不限,3,招商经理,本职位累积查看：2384 次,5000--10000  月薪,25-38 年,贵州-贵阳市
贵州工商职业学院, 2021-12-28,本科,1,系主任,本职位累积查看：764 次,面议,5年以上,贵州-贵阳市-清镇市
贵州潮亿源矿业有限公司, 2021-12-28,大专,1,机电技术员,本职位累积查看：722 次,5000--8000  月薪,5-10 年,贵州-贵阳市-清镇市
百胜餐饮（成都）有限公司贵州分公司, 2021-12-28,大专,5,肯德基餐厅储备经理/管培生/储备干部—安顺,本职位累积查看：15595 次,3600--4000  月薪,不限,贵州-安顺市
泰康养老保险股份有限公司贵州分公司, 2021-12-28,大专,10,客户经理,本职位累积查看：579 次,5000--10000  月薪,不限,贵州-贵阳市-云岩区
贵州水务建设工程有限公司, 2021-12-28,不限,6,文员（项目部）,本职位累积查看：1228 次,4000--8000  月薪,3年以上,贵州
中国第四冶金建设有限责任公司, 2021-12-28,大专,2,水利水电项目技术负责人,本职位累积查看：901 次,8000--12000  月薪,5年以上,贵州-贵阳市-观山湖区
七冶炉窑建筑工程有限责任公司, 2021-12-28,本科,10,施工员（急聘）,本职位累积查看：1329 次,3000--5000  月薪,不限,贵州-贵阳市-白云区
招商银行股份有限公司贵阳分行信用卡中心, 2021-12-28,本科,1,市场区域经理,本职位累积查看：7811 次,3000--15000  月薪,不限,贵州-贵阳市-云岩区
贵州水务建设工程有限公司, 2021-12-28,大专,36,施工员（项目部）,本职位累积查看：5301 次,6000--12000  月薪,5年以上,贵州
贵州兴房邦房地产经纪有限公司, 2021-12-28,大专,3,渠道专员,本职位累积查看：581 次,4000--13000  月薪,1-3 年,贵州-贵阳市-观山湖区
贵阳晨晖工程造价咨询有限公司, 2021-12-28,大专,2,一级造价师,本职位累积查看：410 次,4500--5000  月薪,5年以上,贵州-贵阳市-南明区
贵州骁腾集团股份有限公司, 2021-12-28,不限,若干,医疗类导员,本职位累积查看：9482 次,200000--600000  年薪,5年以下,贵州-贵阳市
贵州省水利水电工程咨询有限责任公司, 2021-12-28,不限,若干,信息化主任工程师,本职位累积查看：440 次,3000--5000  月薪,8年以上,贵州-贵阳市
贵州麒龙房地产开发集团有限公司, 2021-12-28,不限,若干,装修工程部总负责人,本职位累积查看：1227 次,300000--500000  年薪,8年以上,贵州-贵阳市-观山湖区
贵州麒龙房地产开发集团有限公司, 2021-12-28,不限,1,新项目公司—平面设计师,本职位累积查看：1150 次,1000  月薪,不限,贵州-贵阳市-观山湖区
贵州玉蝶电工股份有限公司, 2021-12-28,大专,2,出纳,本职位累积查看：1060 次,2600--2900  月薪,不限,贵州-贵阳市-花溪区
贵州文兴投资控股有限公司, 2021-12-28,不限,1,营销策划总监,本职位累积查看：638 次,10000--15000  月薪,5-10 年,贵州-贵阳市-观山湖区
贵州省水利水电工程咨询有限责任公司, 2021-12-28,不限,若干,水利行业专业技术人员,本职位累积查看：976 次,面议,不限,贵州-贵阳市
上海二十冶建设有限公司贵州分公司, 2021-12-28,本科,2,项目经营副经理,本职位累积查看：4278 次,180000--400000  年薪,10年以上,贵州-贵阳市
贵阳蓝旌泰兴科技有限公司, 2021-12-28,不限,10,店面收银,本职位累积查看：557 次,3500--10000  月薪,10年以下,贵州-贵阳市-南明区
贵州省顺天电梯工程有限公司, 2021-12-28,不限,2,行政人员,本职位累积查看：740 次,3500--5000  月薪,1年以上,贵州-贵阳市
通号工程局集团建设工程有限公司贵州分公司, 2021-12-28,不限,5,项目总工程师,本职位累积查看：7400 次,220000--300000  年薪,5-25 年,贵州
贵州劲嘉新型包装材料有限公司, 2021-12-28,大专,1,酒盒工艺师,本职位累积查看：4537 次,面议,5-10 年,贵州-贵阳市-小河区
贵州春黔之声科技有限公司, 2021-12-28,本科,1,总经理助理,本职位累积查看：864 次,6000--10000  月薪,不限,贵州-贵阳市-南明区
贵州一树连锁药业有限公司, 2021-12-28,中专,50,药店营业员,本职位累积查看：71 次,3000--6000  月薪,不限,贵州-贵阳市
贵州协力启航科技有限公司, 2021-12-28,不限,2,冲压成型模具技术员,本职位累积查看：664 次,4000--8000  月薪,3年以上,贵州-安顺市-平坝县
贵州睿豪华展科技有限公司, 2021-12-28,不限,若干,中国电信贵安片区业务推广员,本职位累积查看：189 次,5000--15000  月薪,1-3 年,贵州-贵阳市-开阳县
贵州长生药业有限责任公司, 2021-12-28,本科,2,财务会计,本职位累积查看：4847 次,1000以上  月薪,2年以上,贵州-贵阳市
清镇市北大附属实验学校, 2021-12-28,不限,1,外教,本职位累积查看：2293 次,11000--12000  月薪,不限,贵州-贵阳市-清镇市
盘州市贵仁农业科技开发有限公司, 2021-12-28,高中,若干,安顺市区域经理,本职位累积查看：1463 次,3500--10000  月薪,3年以上,贵州-安顺市
广州天力物业发展有限公司贵阳分公司, 2021-12-28,本科,若干,运营管理[只招应届毕业生],本职位累积查看：806 次,8000--10000  月薪,不限,贵州-黔东南苗族侗族自治州
阳光财产保险股份有限公司贵阳中心支公司, 2021-12-28,不限,若干,阳光车险招聘团队长双休,本职位累积查看：1150 次,4000--8000  月薪,不限,贵州-黔南布依族苗族自治州-都匀市
贵州鑫新实业控股集团有限责任公司, 2021-12-28,本科,2,人力资源管培专员（外派）,本职位累积查看：488 次,5000--8000  月薪,不限,贵州-贵阳市-开阳县
贵州同方办公设备销售有限公司, 2021-12-28,不限,2,电脑、办公设备、网络技术人员,本职位累积查看：1053 次,面议,1-2 年,贵州-贵阳市-南明区
贵州中科汉天下电子有限公司, 2021-12-28,大专,2,PCB设计师,本职位累积查看：430 次,5000--10000  月薪,1-3 年,贵州-黔东南苗族侗族自治州-凯里市
